query_id,slice_family,slice_name
Q150,entity_count,Two or more recognized entities
Q151,entity_count,Two or more recognized entities
Q152,entity_count,Two or more recognized entities
Q153,entity_count,Two or more recognized entities
Q154,entity_count,Two or more recognized entities
Q155,entity_count,Two or more recognized entities
Q156,entity_count,Two or more recognized entities
Q157,entity_count,Two or more recognized entities
Q158,entity_count,Two or more recognized entities
Q159,entity_count,Two or more recognized entities
Q160,entity_count,Two or more recognized entities
Q161,entity_count,Two or more recognized entities
Q162,entity_count,Two or more recognized entities
Q163,entity_count,Two or more recognized entities
Q164,entity_count,Two or more recognized entities
Q165,entity_count,Two or more recognized entities
Q166,entity_count,Two or more recognized entities
Q167,entity_count,Two or more recognized entities
Q168,entity_count,Two or more recognized entities
Q169,entity_count,Two or more recognized entities
Q170,entity_count,Two or more recognized entities
Q171,entity_count,Two or more recognized entities
Q172,entity_count,Two or more recognized entities
Q173,entity_count,Two or more recognized entities
Q174,entity_count,Two or more recognized entities
Q175,entity_count,Two or more recognized entities
Q176,entity_count,Two or more recognized entities
Q177,entity_count,Two or more recognized entities
Q178,entity_count,Two or more recognized entities
Q179,entity_count,Two or more recognized entities
Q180,entity_count,Two or more recognized entities
Q181,entity_count,Two or more recognized entities
Q182,entity_count,Two or more recognized entities
Q183,entity_count,Two or more recognized entities
Q184,entity_count,Two or more recognized entities
Q185,entity_count,Two or more recognized entities
Q186,entity_count,Two or more recognized entities
Q187,entity_count,Two or more recognized entities
Q188,entity_count,Two or more recognized entities
Q189,entity_count,Two or more recognized entities
Q190,entity_count,Two or more recognized entities
Q191,entity_count,Two or more recognized entities
Q192,entity_count,Two or more recognized entities
Q193,entity_count,Two or more recognized entities
Q194,entity_count,Two or more recognized entities
Q195,entity_count,Two or more recognized entities
Q196,entity_count,Two or more recognized entities
Q197,entity_count,Two or more recognized entities
Q198,entity_count,Two or more recognized entities
Q199,entity_count,Two or more recognized entities
Q200,entity_count,Two or more recognized entities
Q201,entity_count,Two or more recognized entities
Q202,entity_count,Two or more recognized entities
Q203,entity_count,Two or more recognized entities
Q204,entity_count,Two or more recognized entities
Q205,entity_count,Two or more recognized entities
Q206,entity_count,Two or more recognized entities
Q207,entity_count,Two or more recognized entities
Q208,entity_count,Two or more recognized entities
Q209,entity_count,Two or more recognized entities
Q210,entity_count,Two or more recognized entities
Q211,entity_count,Two or more recognized entities
Q212,entity_count,Two or more recognized entities
Q213,entity_count,Two or more recognized entities
Q214,entity_count,Two or more recognized entities
Q215,entity_count,Two or more recognized entities
Q216,entity_count,Two or more recognized entities
Q217,entity_count,Two or more recognized entities
Q218,entity_count,Two or more recognized entities
Q219,entity_count,Two or more recognized entities
Q220,entity_count,Two or more recognized entities
Q221,entity_count,Two or more recognized entities
Q222,entity_count,Two or more recognized entities
Q223,entity_count,Two or more recognized entities
Q224,entity_count,Two or more recognized entities
Q225,entity_count,Two or more recognized entities
Q226,entity_count,Two or more recognized entities
Q227,entity_count,Two or more recognized entities
Q228,entity_count,Two or more recognized entities
Q229,entity_count,Two or more recognized entities
Q230,entity_count,Two or more recognized entities
Q231,entity_count,Two or more recognized entities
Q232,entity_count,Two or more recognized entities
Q233,entity_count,Two or more recognized entities
Q234,entity_count,Two or more recognized entities
Q235,entity_count,Two or more recognized entities
Q236,entity_count,Two or more recognized entities
Q237,entity_count,Two or more recognized entities
Q238,entity_count,Two or more recognized entities
Q239,entity_count,Two or more recognized entities
Q240,entity_count,Two or more recognized entities
Q241,entity_count,Two or more recognized entities
Q242,entity_count,Two or more recognized entities
Q243,entity_count,Two or more recognized entities
Q244,entity_count,Two or more recognized entities
Q245,entity_count,Two or more recognized entities
Q246,entity_count,Two or more recognized entities
Q247,entity_count,Two or more recognized entities
Q248,entity_count,Two or more recognized entities
Q249,entity_count,Two or more recognized entities
Q250,entity_count,Two or more recognized entities
Q251,entity_count,Two or more recognized entities
Q252,entity_count,Two or more recognized entities
Q253,entity_count,Two or more recognized entities
Q254,entity_count,Two or more recognized entities
Q255,entity_count,Two or more recognized entities
Q256,entity_count,Two or more recognized entities
Q257,entity_count,Two or more recognized entities
Q258,entity_count,Two or more recognized entities
Q259,entity_count,Two or more recognized entities
Q260,entity_count,Two or more recognized entities
Q261,entity_count,Two or more recognized entities
Q262,entity_count,Two or more recognized entities
Q263,entity_count,Two or more recognized entities
Q264,entity_count,Two or more recognized entities
Q265,entity_count,Two or more recognized entities
Q266,entity_count,Two or more recognized entities
Q267,entity_count,Two or more recognized entities
Q268,entity_count,Two or more recognized entities
Q269,entity_count,Two or more recognized entities
Q270,entity_count,Two or more recognized entities
Q271,entity_count,Two or more recognized entities
Q272,entity_count,Two or more recognized entities
Q273,entity_count,Two or more recognized entities
Q274,entity_count,Two or more recognized entities
Q275,entity_count,Two or more recognized entities
Q276,entity_count,Two or more recognized entities
Q277,entity_count,Two or more recognized entities
Q278,entity_count,Two or more recognized entities
Q279,entity_count,Two or more recognized entities
Q280,entity_count,Two or more recognized entities
Q281,entity_count,Two or more recognized entities
Q282,entity_count,Two or more recognized entities
Q283,entity_count,Two or more recognized entities
Q284,entity_count,Two or more recognized entities
Q285,entity_count,Two or more recognized entities
Q286,entity_count,Two or more recognized entities
Q287,entity_count,Two or more recognized entities
Q288,entity_count,Two or more recognized entities
Q289,entity_count,Two or more recognized entities
Q290,entity_count,Two or more recognized entities
Q291,entity_count,Two or more recognized entities
Q292,entity_count,Two or more recognized entities
Q293,entity_count,Two or more recognized entities
Q294,entity_count,Two or more recognized entities
Q295,entity_count,Two or more recognized entities
Q296,entity_count,Two or more recognized entities
Q297,entity_count,Two or more recognized entities
Q298,entity_count,Two or more recognized entities
Q299,entity_count,Two or more recognized entities
Q300,entity_count,Two or more recognized entities
Q301,entity_count,Two or more recognized entities
Q302,entity_count,Two or more recognized entities
Q303,entity_count,Two or more recognized entities
Q304,entity_count,Two or more recognized entities
Q305,entity_count,Two or more recognized entities
Q306,entity_count,Two or more recognized entities
Q307,entity_count,Two or more recognized entities
Q308,entity_count,Two or more recognized entities
Q309,entity_count,Two or more recognized entities
Q310,entity_count,Two or more recognized entities
Q311,entity_count,Two or more recognized entities
Q312,entity_count,Two or more recognized entities
Q313,entity_count,Two or more recognized entities
Q314,entity_count,Two or more recognized entities
Q315,entity_count,Two or more recognized entities
Q316,entity_count,Two or more recognized entities
Q317,entity_count,Two or more recognized entities
Q318,entity_count,Two or more recognized entities
Q319,entity_count,Two or more recognized entities
Q320,entity_count,Two or more recognized entities
Q321,entity_count,Two or more recognized entities
Q322,entity_count,Two or more recognized entities
Q323,entity_count,Two or more recognized entities
Q324,entity_count,Two or more recognized entities
Q325,entity_count,Two or more recognized entities
Q326,entity_count,Two or more recognized entities
Q327,entity_count,Two or more recognized entities
Q328,entity_count,Two or more recognized entities
Q329,entity_count,Two or more recognized entities
Q330,entity_count,Two or more recognized entities
Q331,entity_count,Two or more recognized entities
Q332,entity_count,Two or more recognized entities
Q333,entity_count,Two or more recognized entities
Q334,entity_count,Two or more recognized entities
Q335,entity_count,Two or more recognized entities
Q336,entity_count,Two or more recognized entities
Q337,entity_count,Two or more recognized entities
Q338,entity_count,Two or more recognized entities
Q339,entity_count,Two or more recognized entities
Q340,entity_count,Two or more recognized entities
Q341,entity_count,Two or more recognized entities
Q342,entity_count,Two or more recognized entities
Q343,entity_count,Two or more recognized entities
Q344,entity_count,Two or more recognized entities
Q345,entity_count,Two or more recognized entities
Q346,entity_count,Two or more recognized entities
Q347,entity_count,Two or more recognized entities
Q348,entity_count,Two or more recognized entities
Q349,entity_count,Two or more recognized entities
Q350,entity_count,Two or more recognized entities
Q351,entity_count,Two or more recognized entities
Q352,entity_count,Two or more recognized entities
Q353,entity_count,Two or more recognized entities
Q354,entity_count,Two or more recognized entities
Q355,entity_count,Two or more recognized entities
Q356,entity_count,Two or more recognized entities
Q357,entity_count,Two or more recognized entities
Q358,entity_count,Two or more recognized entities
Q359,entity_count,Two or more recognized entities
Q360,entity_count,Two or more recognized entities
Q361,entity_count,Two or more recognized entities
Q362,entity_count,Two or more recognized entities
Q363,entity_count,Two or more recognized entities
Q364,entity_count,Two or more recognized entities
Q365,entity_count,Two or more recognized entities
Q366,entity_count,Two or more recognized entities
Q367,entity_count,Two or more recognized entities
Q368,entity_count,Two or more recognized entities
Q369,entity_count,Two or more recognized entities
Q370,entity_count,Two or more recognized entities
Q371,entity_count,Two or more recognized entities
Q372,entity_count,Two or more recognized entities
Q373,entity_count,Two or more recognized entities
Q374,entity_count,Two or more recognized entities
Q375,entity_count,Two or more recognized entities
Q376,entity_count,Two or more recognized entities
Q377,entity_count,Two or more recognized entities
Q378,entity_count,Two or more recognized entities
Q379,entity_count,Two or more recognized entities
Q380,entity_count,Two or more recognized entities
Q381,entity_count,Two or more recognized entities
Q382,entity_count,Two or more recognized entities
Q383,entity_count,Two or more recognized entities
Q384,entity_count,Two or more recognized entities
Q385,entity_count,Two or more recognized entities
Q386,entity_count,Two or more recognized entities
Q387,entity_count,Two or more recognized entities
